Location,ISO Code,Date,Total Vaccinations,People Vaccinated,People Fully Vaccinated,total_boosters,Daily Vaccinations (Raw),Daily Vaccinations,Total Vaccinations Per Hundred,People Vaccinated Per Hundred,Daily Vaccinations Per Million,daily_people_vaccinated
Hong Kong,HKG,2022-01-06,10123867.0,4963567.0,4685745.0,474555.0,41535.0,30938.0,135.19,66.28,4131.0,13219.0
Hong Kong,HKG,2022-01-07,10168997.0,4984420.0,4690967.0,493610.0,45130.0,34784.0,135.79,66.56,4645.0,15451.0
Hong Kong,HKG,2022-01-08,10205841.0,5000921.0,4696383.0,508537.0,36844.0,37428.0,136.28,66.78,4998.0,16789.0
Hong Kong,HKG,2022-01-09,10233929.0,5011885.0,4699310.0,522734.0,28088.0,38311.0,136.66,66.92,5116.0,17274.0
Hong Kong,HKG,2022-01-10,10278876.0,5031623.0,4703073.0,544180.0,44947.0,39183.0,137.26,67.19,5232.0,17533.0
Hong Kong,HKG,2022-01-11,10322342.0,5050751.0,4706571.0,565020.0,43466.0,39807.0,137.84,67.44,5315.0,17667.0
Hong Kong,HKG,2022-01-12,10362890.0,5068849.0,4708807.0,585234.0,40548.0,40080.0,138.38,67.69,5352.0,17645.0
Hong Kong,HKG,2022-01-13,10406194.0,5086722.0,4712937.0,606535.0,43304.0,40332.0,138.96,67.92,5386.0,17594.0
Hong Kong,HKG,2022-01-14,10451090.0,5106842.0,4717363.0,626885.0,44896.0,40299.0,139.56,68.19,5381.0,17489.0
Hong Kong,HKG,2022-01-15,10486630.0,5122884.0,4721567.0,642179.0,35540.0,40113.0,140.03,68.41,5356.0,17423.0
Hong Kong,HKG,2022-01-16,10513853.0,5132967.0,4724244.0,656642.0,27223.0,39989.0,140.39,68.54,5340.0,17297.0
Hong Kong,HKG,2022-01-17,10554379.0,5150081.0,4727068.0,677230.0,40526.0,39358.0,140.93,68.77,5256.0,16923.0
Hong Kong,HKG,2022-01-18,10593133.0,5165807.0,4730233.0,697093.0,38754.0,38684.0,141.45,68.98,5166.0,16437.0
Hong Kong,HKG,2022-01-19,10630500.0,5181354.0,4732272.0,716874.0,37367.0,38230.0,141.95,69.19,5105.0,16072.0
Hong Kong,HKG,2022-01-20,10670778.0,5196974.0,4736362.0,737442.0,40278.0,37798.0,142.49,69.4,5047.0,15750.0
Hong Kong,HKG,2022-01-21,10718836.0,5218228.0,4740916.0,759692.0,48058.0,38249.0,143.13,69.68,5107.0,15912.0
Hong Kong,HKG,2022-01-22,10758090.0,5234942.0,4746431.0,776717.0,39254.0,38780.0,143.65,69.9,5178.0,16008.0
Hong Kong,HKG,2022-01-23,10790069.0,5245755.0,4751224.0,793090.0,31979.0,39459.0,144.08,70.05,5269.0,16113.0
Hong Kong,HKG,2022-01-24,10837839.0,5264867.0,4757192.0,815780.0,47770.0,40494.0,144.72,70.3,5407.0,16398.0
Hong Kong,HKG,2022-01-25,10884573.0,5283264.0,4764300.0,837009.0,46734.0,41634.0,145.34,70.55,5559.0,16780.0
Hong Kong,HKG,2022-01-26,10932051.0,5300127.0,4771489.0,860435.0,47478.0,43079.0,145.98,70.77,5752.0,16968.0
Hong Kong,HKG,2022-01-27,10981486.0,5315234.0,4779550.0,886702.0,49435.0,44387.0,146.64,70.98,5927.0,16894.0
Hong Kong,HKG,2022-01-28,11034456.0,5332840.0,4789896.0,911720.0,52970.0,45089.0,147.34,71.21,6021.0,16373.0
Hong Kong,HKG,2022-01-29,11078871.0,5347011.0,4799484.0,932376.0,44415.0,45826.0,147.94,71.4,6119.0,16010.0
Hong Kong,HKG,2022-01-30,11115211.0,5356588.0,4807049.0,951574.0,36340.0,46449.0,148.42,71.53,6202.0,15833.0
Hong Kong,HKG,2022-01-31,11125642.0,5360552.0,4810694.0,954396.0,10431.0,41115.0,148.56,71.58,5490.0,13669.0
Hong Kong,HKG,2022-02-03,11151834.0,5369270.0,4812495.0,970069.0,25790.0,24335.0,148.91,71.7,3249.0,7719.0
Hong Kong,HKG,2022-02-04,11208527.0,5384557.0,4832586.0,991384.0,56693.0,24867.0,149.67,71.9,3321.0,7388.0
Hong Kong,HKG,2022-02-05,11257570.0,5398146.0,4847788.0,1011636.0,49043.0,25528.0,150.32,72.08,3409.0,7305.0
Hong Kong,HKG,2022-02-06,11298167.0,5408170.0,4858607.0,1031390.0,40597.0,26137.0,150.87,72.22,3490.0,7369.0
Hong Kong,HKG,2022-02-07,11371538.0,5431058.0,4879751.0,1060729.0,73371.0,35128.0,151.85,72.52,4691.0,10072.0
Hong Kong,HKG,2022-02-08,11450212.0,5457687.0,4901271.0,1091254.0,78674.0,46338.0,152.9,72.88,6188.0,13867.0
Hong Kong,HKG,2022-02-09,11535015.0,5495025.0,4919481.0,1120509.0,84803.0,58424.0,154.03,73.38,7801.0,19191.0
Hong Kong,HKG,2022-02-10,11622861.0,5533139.0,4938736.0,1150986.0,87846.0,67290.0,155.2,73.88,8985.0,23410.0
Hong Kong,HKG,2022-02-11,11716583.0,5573064.0,4961536.0,1181983.0,93722.0,72579.0,156.45,74.42,9692.0,26930.0
Hong Kong,HKG,2022-02-12,11790037.0,5601289.0,4980164.0,1208584.0,73454.0,76067.0,157.43,74.79,10157.0,29020.0
Hong Kong,HKG,2022-02-13,11840962.0,5617752.0,4990593.0,1232617.0,50925.0,77542.0,158.11,75.01,10354.0,29940.0
Hong Kong,HKG,2022-02-14,11930594.0,5657082.0,5007238.0,1266274.0,89632.0,79865.0,159.31,75.54,10665.0,32289.0
Hong Kong,HKG,2022-02-15,12021849.0,5697265.0,5025044.0,1299540.0,91255.0,81662.0,160.53,76.08,10904.0,34225.0
Hong Kong,HKG,2022-02-16,12116408.0,5739924.0,5042325.0,1334159.0,94559.0,83056.0,161.79,76.65,11091.0,34986.0
Hong Kong,HKG,2022-02-17,12210324.0,5782245.0,5058752.0,1369327.0,93916.0,83923.0,163.05,77.21,11206.0,35587.0
Hong Kong,HKG,2022-02-18,12312342.0,5827034.0,5079530.0,1405778.0,102018.0,85108.0,164.41,77.81,11365.0,36281.0
Hong Kong,HKG,2022-02-19,12391531.0,5859767.0,5098061.0,1433703.0,79189.0,85928.0,165.47,78.25,11474.0,36925.0
Hong Kong,HKG,2022-02-20,12445212.0,5879595.0,5108067.0,1457550.0,53681.0,86321.0,166.18,78.51,11527.0,37406.0
Hong Kong,HKG,2022-02-21,12528226.0,5917006.0,5120478.0,1490742.0,83014.0,85376.0,167.29,79.01,11400.0,37132.0
Hong Kong,HKG,2022-02-22,12611828.0,5958004.0,5131908.0,1521916.0,83602.0,84283.0,168.41,79.56,11254.0,37248.0
Hong Kong,HKG,2022-02-23,12701237.0,6003453.0,5142084.0,1555700.0,89409.0,83547.0,169.6,80.17,11156.0,37647.0
Hong Kong,HKG,2022-02-24,12792326.0,6046086.0,5153653.0,1592587.0,91089.0,83143.0,170.82,80.73,11102.0,37692.0
Hong Kong,HKG,2022-02-25,12886806.0,6083783.0,5169675.0,1633348.0,94480.0,82066.0,172.08,81.24,10958.0,36678.0
Hong Kong,HKG,2022-02-26,12968939.0,6113013.0,5186513.0,1669413.0,82133.0,82487.0,173.18,81.63,11015.0,36178.0
Hong Kong,HKG,2022-02-27,13028884.0,6132857.0,5196247.0,1699780.0,59945.0,83382.0,173.98,81.89,11134.0,36180.0
Hong Kong,HKG,2022-02-28,13114754.0,6164794.0,5207782.0,1742178.0,85870.0,83790.0,175.12,82.32,11189.0,35398.0
Hong Kong,HKG,2022-03-01,13193066.0,6193016.0,5216743.0,1783307.0,78312.0,83034.0,176.17,82.7,11088.0,33573.0
Hong Kong,HKG,2022-03-02,13267779.0,6218571.0,5225613.0,1823595.0,74713.0,80935.0,177.17,83.04,10807.0,30731.0
Hong Kong,HKG,2022-03-03,13345862.0,6242475.0,5235970.0,1867417.0,78083.0,79077.0,178.21,83.36,10559.0,28056.0
Hong Kong,HKG,2022-03-04,13429119.0,6266500.0,5250300.0,1912319.0,83257.0,77473.0,179.32,83.68,10345.0,26102.0
Hong Kong,HKG,2022-03-05,13509022.0,6288759.0,5265077.0,1955186.0,79903.0,77155.0,180.39,83.97,10303.0,25107.0
Hong Kong,HKG,2022-03-06,13571216.0,6305798.0,5274802.0,1990616.0,62194.0,77476.0,181.22,84.2,10345.0,24706.0
Hong Kong,HKG,2022-03-07,13654240.0,6327071.0,5291005.0,2036164.0,83024.0,77069.0,182.33,84.49,10291.0,23182.0
Hong Kong,HKG,2022-03-08,13732403.0,6346384.0,5308253.0,2077766.0,78163.0,77048.0,183.37,84.74,10288.0,21910.0
Hong Kong,HKG,2022-03-09,13806607.0,6362057.0,5328877.0,2115673.0,74204.0,76975.0,184.36,84.95,10279.0,20498.0
Hong Kong,HKG,2022-03-10,13883430.0,6376697.0,5351400.0,2155333.0,76823.0,76795.0,185.39,85.15,10255.0,19175.0
Hong Kong,HKG,2022-03-11,13964128.0,6389828.0,5377636.0,2196664.0,80698.0,76430.0,186.47,85.32,10206.0,17618.0
Hong Kong,HKG,2022-03-12,14032656.0,6401300.0,5398928.0,2232428.0,68528.0,74805.0,187.38,85.48,9989.0,16077.0
Hong Kong,HKG,2022-03-13,14084188.0,6409665.0,5411026.0,2263497.0,51532.0,73282.0,188.07,85.59,9785.0,14838.0
Hong Kong,HKG,2022-03-14,14154961.0,6420571.0,5435600.0,2298790.0,70773.0,71532.0,189.01,85.73,9552.0,13357.0
Hong Kong,HKG,2022-03-15,14223612.0,6430643.0,5461136.0,2331833.0,68651.0,70173.0,189.93,85.87,9370.0,12037.0
Hong Kong,HKG,2022-03-16,14289454.0,6438982.0,5486695.0,2363777.0,65842.0,68978.0,190.81,85.98,9211.0,10989.0
Hong Kong,HKG,2022-03-17,14355985.0,6446624.0,5512585.0,2396776.0,66531.0,67508.0,191.7,86.08,9014.0,9990.0
Hong Kong,HKG,2022-03-18,14428514.0,6454180.0,5543948.0,2430386.0,72529.0,66341.0,192.67,86.18,8859.0,9193.0
Hong Kong,HKG,2022-03-19,14489124.0,6460198.0,5568530.0,2460396.0,60610.0,65210.0,193.48,86.26,8708.0,8414.0
Hong Kong,HKG,2022-03-20,14530900.0,6464251.0,5581485.0,2485164.0,41776.0,63816.0,194.03,86.32,8521.0,7798.0
Hong Kong,HKG,2022-03-21,14597082.0,6470821.0,5606808.0,2519453.0,66182.0,63160.0,194.92,86.41,8434.0,7179.0
Hong Kong,HKG,2022-03-22,14660703.0,6477724.0,5631223.0,2551756.0,63621.0,62442.0,195.77,86.5,8338.0,6726.0
Hong Kong,HKG,2022-03-23,14719055.0,6483454.0,5654185.0,2581416.0,58352.0,61372.0,196.55,86.57,8195.0,6353.0
Hong Kong,HKG,2022-03-24,14779324.0,6488640.0,5677761.0,2612923.0,60269.0,60477.0,197.35,86.64,8076.0,6002.0
Hong Kong,HKG,2022-03-25,14846537.0,6494422.0,5704980.0,2647135.0,67213.0,59718.0,198.25,86.72,7974.0,5749.0
Hong Kong,HKG,2022-03-26,14904839.0,6499173.0,5727092.0,2678574.0,58302.0,59388.0,199.03,86.78,7930.0,5568.0
Hong Kong,HKG,2022-03-27,14944548.0,6502066.0,5739632.0,2702850.0,39709.0,59093.0,199.56,86.82,7891.0,5402.0
Hong Kong,HKG,2022-03-28,14996369.0,6506510.0,5761131.0,2728728.0,51821.0,57041.0,200.25,86.88,7617.0,5098.0
Hong Kong,HKG,2022-03-29,15041813.0,6510701.0,5780565.0,2750547.0,45444.0,54444.0,200.86,86.94,7270.0,4711.0
Hong Kong,HKG,2022-03-30,15084368.0,6514631.0,5799264.0,2770473.0,42555.0,52188.0,201.42,86.99,6969.0,4454.0
Hong Kong,HKG,2022-03-31,15128446.0,6518915.0,5817051.0,2792480.0,44078.0,49875.0,202.01,87.05,6660.0,4325.0
Hong Kong,HKG,2022-04-01,15175601.0,6523049.0,5834662.0,2817890.0,47155.0,47009.0,202.64,87.1,6277.0,4090.0
Hong Kong,HKG,2022-04-02,15220535.0,6526489.0,5851575.0,2842471.0,44934.0,45099.0,203.24,87.15,6022.0,3902.0
Hong Kong,HKG,2022-04-03,15247449.0,6528718.0,5860517.0,2858214.0,26914.0,43272.0,203.6,87.18,5778.0,3807.0
Hong Kong,HKG,2022-04-04,15286355.0,6532669.0,5876995.0,2876691.0,38906.0,41427.0,204.12,87.23,5532.0,3737.0
Hong Kong,HKG,2022-04-05,15302316.0,6534275.0,5882330.0,2885711.0,15961.0,37215.0,204.33,87.25,4969.0,3368.0
Hong Kong,HKG,2022-04-06,15335072.0,6537759.0,5896689.0,2900624.0,32756.0,35815.0,204.77,87.3,4782.0,3304.0
Hong Kong,HKG,2022-04-07,15368187.0,6541386.0,5910180.0,2916621.0,33115.0,34249.0,205.21,87.35,4573.0,3210.0
Hong Kong,HKG,2022-04-08,15411340.0,6545634.0,5925941.0,2939765.0,43153.0,33677.0,205.79,87.4,4497.0,3226.0
Hong Kong,HKG,2022-04-09,15450498.0,6549201.0,5939239.0,2962058.0,39158.0,32852.0,206.31,87.45,4387.0,3245.0
Hong Kong,HKG,2022-04-10,15473239.0,6551476.0,5946585.0,2975178.0,22741.0,32256.0,206.62,87.48,4307.0,3251.0
Hong Kong,HKG,2022-04-11,15510402.0,6556185.0,5959106.0,2995111.0,37163.0,32007.0,207.11,87.55,4274.0,3359.0
Hong Kong,HKG,2022-04-12,15542632.0,6560864.0,5970109.0,3011659.0,32230.0,34331.0,207.54,87.61,4584.0,3798.0
Hong Kong,HKG,2022-04-13,15575708.0,6565987.0,5980322.0,3029399.0,33076.0,34377.0,207.98,87.68,4590.0,4033.0
Hong Kong,HKG,2022-04-14,15618691.0,6572163.0,5992808.0,3053720.0,42983.0,35786.0,208.56,87.76,4779.0,4397.0
Hong Kong,HKG,2022-04-15,15650668.0,6576277.0,6000235.0,3074156.0,31977.0,34190.0,208.99,87.81,4565.0,4378.0
Hong Kong,HKG,2022-04-16,15675477.0,6579178.0,6007062.0,3089237.0,24809.0,32140.0,209.32,87.85,4292.0,4282.0
Hong Kong,HKG,2022-04-17,15696090.0,6581523.0,6013466.0,3101101.0,20613.0,31836.0,209.59,87.88,4251.0,4292.0
Hong Kong,HKG,2022-04-18,15714495.0,6584058.0,6018947.0,3111490.0,18405.0,29156.0,209.84,87.92,3893.0,3982.0
Hong Kong,HKG,2022-04-19,15745891.0,6589018.0,6030474.0,3126399.0,31396.0,29037.0,210.26,87.98,3877.0,4022.0
Hong Kong,HKG,2022-04-20,15771693.0,6593366.0,6039106.0,3139221.0,25802.0,27998.0,210.6,88.04,3739.0,3911.0
Hong Kong,HKG,2022-04-21,15797265.0,6597646.0,6046871.0,3152748.0,25572.0,25511.0,210.94,88.1,3407.0,3640.0
Hong Kong,HKG,2022-04-22,15828560.0,6602548.0,6057553.0,3168459.0,31295.0,25413.0,211.36,88.16,3393.0,3753.0
Hong Kong,HKG,2022-04-23,15856402.0,6606798.0,6068436.0,3181168.0,27842.0,25846.0,211.73,88.22,3451.0,3946.0
Hong Kong,HKG,2022-04-24,15871832.0,6608864.0,6074201.0,3188767.0,15430.0,25106.0,211.94,88.25,3352.0,3906.0
Hong Kong,HKG,2022-04-25,15896775.0,6612982.0,6082192.0,3201601.0,24943.0,26040.0,212.27,88.3,3477.0,4132.0
Hong Kong,HKG,2022-04-26,15919645.0,6617068.0,6089719.0,3212858.0,22870.0,24822.0,212.58,88.36,3315.0,4007.0
Hong Kong,HKG,2022-04-27,15941385.0,6620831.0,6096845.0,3223709.0,21740.0,24242.0,212.87,88.41,3237.0,3924.0
Hong Kong,HKG,2022-04-28,15969016.0,6624499.0,6105260.0,3239257.0,27631.0,24536.0,213.24,88.46,3276.0,3836.0
Hong Kong,HKG,2022-04-29,16005280.0,6629243.0,6118658.0,3257379.0,36264.0,25246.0,213.72,88.52,3371.0,3814.0
Hong Kong,HKG,2022-04-30,16042543.0,6632851.0,6135391.0,3274301.0,37263.0,26592.0,214.22,88.57,3551.0,3722.0
Hong Kong,HKG,2022-05-01,16065169.0,6634584.0,6145535.0,3285050.0,22626.0,27620.0,214.52,88.59,3688.0,3674.0
Hong Kong,HKG,2022-05-02,16081525.0,6636251.0,6152557.0,3292717.0,16356.0,26393.0,214.74,88.61,3524.0,3324.0
Hong Kong,HKG,2022-05-03,16109997.0,6639412.0,6163316.0,3307269.0,28472.0,27193.0,215.12,88.66,3631.0,3192.0
Hong Kong,HKG,2022-05-04,16135268.0,6642587.0,6171385.0,3321296.0,25271.0,27698.0,215.46,88.7,3699.0,3108.0
Hong Kong,HKG,2022-05-05,16165619.0,6645570.0,6179338.0,3340711.0,30351.0,28086.0,215.86,88.74,3750.0,3010.0
Hong Kong,HKG,2022-05-06,16203363.0,6649245.0,6190463.0,3363655.0,37744.0,28298.0,216.37,88.79,3779.0,2857.0
Hong Kong,HKG,2022-05-07,16240011.0,6652368.0,6202700.0,3384943.0,36648.0,28210.0,216.86,88.83,3767.0,2788.0
Hong Kong,HKG,2022-05-08,16263246.0,6653703.0,6210008.0,3399535.0,23235.0,28297.0,217.17,88.85,3779.0,2731.0
Hong Kong,HKG,2022-05-09,16281302.0,6655124.0,6214611.0,3411567.0,18056.0,28540.0,217.41,88.87,3811.0,2696.0
Hong Kong,HKG,2022-05-10,16313320.0,6658183.0,6222074.0,3433063.0,32018.0,29046.0,217.83,88.91,3879.0,2682.0
Hong Kong,HKG,2022-05-11,16337517.0,6660306.0,6227123.0,3450088.0,24197.0,28893.0,218.16,88.94,3858.0,2531.0
Hong Kong,HKG,2022-05-12,16363698.0,6661914.0,6232144.0,3469640.0,26181.0,28297.0,218.51,88.96,3779.0,2335.0
Hong Kong,HKG,2022-05-13,16398748.0,6664330.0,6239637.0,3494781.0,35050.0,27912.0,218.98,88.99,3727.0,2155.0
Hong Kong,HKG,2022-05-14,16433226.0,6667359.0,6248792.0,3517075.0,34478.0,27602.0,219.44,89.03,3686.0,2142.0
Hong Kong,HKG,2022-05-15,16454049.0,6668475.0,6253518.0,3532056.0,20823.0,27258.0,219.71,89.05,3640.0,2110.0
Hong Kong,HKG,2022-05-16,16484733.0,6671015.0,6258127.0,3555591.0,30684.0,29062.0,220.12,89.08,3881.0,2270.0
Hong Kong,HKG,2022-05-17,16514347.0,6673562.0,6263064.0,3577721.0,29614.0,28718.0,220.52,89.11,3835.0,2197.0
Hong Kong,HKG,2022-05-18,16542785.0,6675844.0,6267340.0,3599601.0,28438.0,29324.0,220.9,89.14,3916.0,2220.0
Hong Kong,HKG,2022-05-19,16574083.0,6678089.0,6272089.0,3623905.0,31298.0,30055.0,221.32,89.17,4013.0,2311.0
Hong Kong,HKG,2022-05-20,16617697.0,6681034.0,6279952.0,3656711.0,43614.0,31278.0,221.9,89.21,4177.0,2386.0
Hong Kong,HKG,2022-05-21,16658971.0,6683394.0,6287940.0,3687637.0,41274.0,32249.0,222.45,89.24,4306.0,2291.0
Hong Kong,HKG,2022-05-22,16686024.0,6684645.0,6292127.0,3709252.0,27053.0,33139.0,222.81,89.26,4425.0,2310.0
Hong Kong,HKG,2022-05-23,16723586.0,6687181.0,6297056.0,3739349.0,37562.0,34122.0,223.31,89.3,4556.0,2309.0
Hong Kong,HKG,2022-05-24,16755016.0,6689241.0,6301403.0,3764372.0,31430.0,34381.0,223.73,89.32,4591.0,2240.0
Hong Kong,HKG,2022-05-25,16786718.0,6691094.0,6305848.0,3789776.0,31702.0,34848.0,224.16,89.35,4653.0,2179.0
Hong Kong,HKG,2022-05-26,16824538.0,6692796.0,6310566.0,3821176.0,37820.0,35779.0,224.66,89.37,4778.0,2101.0
Hong Kong,HKG,2022-05-27,16872467.0,6695027.0,6316872.0,3860568.0,47929.0,36396.0,225.3,89.4,4860.0,1999.0
Hong Kong,HKG,2022-05-28,16921739.0,6696989.0,6323994.0,3900756.0,49272.0,37538.0,225.96,89.43,5013.0,1942.0
Hong Kong,HKG,2022-05-29,16959967.0,6698036.0,6327556.0,3934375.0,38228.0,39135.0,226.47,89.44,5226.0,1913.0
Hong Kong,HKG,2022-05-30,17019944.0,6699991.0,6332406.0,3987547.0,59977.0,42337.0,227.27,89.47,5653.0,1830.0
Hong Kong,HKG,2022-05-31,17082653.0,6701817.0,6337318.0,4043518.0,62709.0,46805.0,228.11,89.49,6250.0,1797.0
Hong Kong,HKG,2022-06-01,17121151.0,6703786.0,6341357.0,4076008.0,38498.0,47776.0,228.62,89.52,6380.0,1813.0
Hong Kong,HKG,2022-06-02,17160117.0,6706426.0,6346929.0,4106762.0,38966.0,47940.0,229.14,89.55,6402.0,1947.0
Hong Kong,HKG,2022-06-03,17184816.0,6707841.0,6350509.0,4126466.0,24699.0,44621.0,229.47,89.57,5958.0,1831.0
Hong Kong,HKG,2022-06-04,17222396.0,6709952.0,6356210.0,4156234.0,37580.0,42951.0,229.97,89.6,5735.0,1852.0
Hong Kong,HKG,2022-06-05,17246779.0,6711075.0,6358943.0,4176761.0,24383.0,40973.0,230.3,89.61,5471.0,1863.0
Hong Kong,HKG,2022-06-06,17273830.0,6712872.0,6363383.0,4197575.0,27051.0,36269.0,230.66,89.64,4843.0,1840.0
Hong Kong,HKG,2022-06-07,17295083.0,6714228.0,6366763.0,4214092.0,21253.0,30347.0,230.94,89.66,4052.0,1773.0
Hong Kong,HKG,2022-06-08,17312869.0,6715468.0,6369827.0,4227574.0,17786.0,27388.0,231.18,89.67,3657.0,1669.0
Hong Kong,HKG,2022-06-09,17332409.0,6716690.0,6372907.0,4242812.0,19540.0,24613.0,231.44,89.69,3287.0,1466.0
Hong Kong,HKG,2022-06-10,17358434.0,6718906.0,6378214.0,4261314.0,26025.0,24803.0,231.79,89.72,3312.0,1581.0
Hong Kong,HKG,2022-06-11,17385064.0,6721051.0,6384461.0,4279552.0,26630.0,23238.0,232.15,89.75,3103.0,1586.0
Hong Kong,HKG,2022-06-12,17398694.0,6721981.0,6387078.0,4289635.0,13630.0,21702.0,232.33,89.76,2898.0,1558.0
Hong Kong,HKG,2022-06-13,17421188.0,6723695.0,6391908.0,4305585.0,22494.0,21051.0,232.63,89.78,2811.0,1546.0
Hong Kong,HKG,2022-06-14,17440169.0,6725101.0,6395973.0,4319095.0,18981.0,20727.0,232.88,89.8,2768.0,1553.0
Hong Kong,HKG,2022-06-15,17459392.0,6726458.0,6399835.0,4333099.0,19223.0,20932.0,233.14,89.82,2795.0,1570.0
Hong Kong,HKG,2022-06-16,17480016.0,6727988.0,6404608.0,4347420.0,20624.0,21087.0,233.41,89.84,2816.0,1614.0
Hong Kong,HKG,2022-06-17,17504255.0,6729957.0,6410259.0,4364039.0,24239.0,20832.0,233.74,89.87,2782.0,1579.0
Hong Kong,HKG,2022-06-18,17526490.0,6731673.0,6415627.0,4379190.0,22235.0,20204.0,234.03,89.89,2698.0,1517.0
Hong Kong,HKG,2022-06-19,17536762.0,6732341.0,6417821.0,4386600.0,10272.0,19724.0,234.17,89.9,2634.0,1480.0
Hong Kong,HKG,2022-06-20,17556169.0,6733799.0,6422391.0,4399979.0,19407.0,19283.0,234.43,89.92,2575.0,1443.0
Hong Kong,HKG,2022-06-21,17572441.0,6734907.0,6425732.0,4411802.0,16272.0,18896.0,234.65,89.93,2523.0,1401.0
Hong Kong,HKG,2022-06-22,17587517.0,6735834.0,6428663.0,4423020.0,15076.0,18304.0,234.85,89.94,2444.0,1339.0
Hong Kong,HKG,2022-06-23,17603921.0,6737002.0,6432088.0,4434831.0,16404.0,17701.0,235.07,89.96,2364.0,1288.0
Hong Kong,HKG,2022-06-24,17622599.0,6738354.0,6435979.0,4448266.0,18678.0,16906.0,235.32,89.98,2257.0,1200.0
Hong Kong,HKG,2022-06-25,17641085.0,6739710.0,6440229.0,4461146.0,18486.0,16371.0,235.56,90.0,2186.0,1148.0
Hong Kong,HKG,2022-06-26,17649684.0,6740222.0,6442001.0,4467461.0,8599.0,16132.0,235.68,90.0,2154.0,1126.0
Hong Kong,HKG,2022-06-27,17665325.0,6741188.0,6445106.0,4479031.0,15641.0,15594.0,235.89,90.02,2082.0,1056.0
Hong Kong,HKG,2022-06-28,17679861.0,6742112.0,6447928.0,4489821.0,14536.0,15346.0,236.08,90.03,2049.0,1029.0
Hong Kong,HKG,2022-06-29,17693638.0,6742907.0,6450643.0,4500088.0,13777.0,15160.0,236.27,90.04,2024.0,1010.0
Hong Kong,HKG,2022-06-30,17713480.0,6744297.0,6454935.0,4514248.0,19842.0,15651.0,236.53,90.06,2090.0,1042.0
Hong Kong,HKG,2022-07-01,17721381.0,6744830.0,6456358.0,4520193.0,7901.0,14112.0,236.64,90.06,1884.0,925.0
Hong Kong,HKG,2022-07-02,17721506.0,6744842.0,6456388.0,4520276.0,125.0,11489.0,236.64,90.06,1534.0,733.0
Hong Kong,HKG,2022-07-03,17731720.0,6745378.0,6458346.0,4527996.0,10214.0,11719.0,236.77,90.07,1565.0,737.0
Hong Kong,HKG,2022-07-04,17747269.0,6746373.0,6461508.0,4539388.0,15549.0,11706.0,236.98,90.09,1563.0,741.0
Hong Kong,HKG,2022-07-05,17759878.0,6747160.0,6463874.0,4548844.0,12609.0,11431.0,237.15,90.1,1526.0,721.0
Hong Kong,HKG,2022-07-06,17771429.0,6747912.0,6465825.0,4557692.0,11551.0,11113.0,237.3,90.11,1484.0,715.0
Hong Kong,HKG,2022-07-07,17783640.0,6748684.0,6467962.0,4566994.0,12211.0,10023.0,237.47,90.12,1338.0,627.0
Hong Kong,HKG,2022-07-08,17801493.0,6750039.0,6471449.0,4580005.0,17853.0,11445.0,237.71,90.13,1528.0,744.0
Hong Kong,HKG,2022-07-09,17817636.0,6751159.0,6474533.0,4591944.0,16143.0,13733.0,237.92,90.15,1834.0,902.0
Hong Kong,HKG,2022-07-10,17824666.0,6751561.0,6475758.0,4597347.0,7030.0,13278.0,238.02,90.15,1773.0,883.0
Hong Kong,HKG,2022-07-11,17838175.0,6752500.0,6478360.0,4607315.0,13509.0,12987.0,238.2,90.17,1734.0,875.0
Hong Kong,HKG,2022-07-12,17850159.0,6753211.0,6480320.0,4616628.0,11984.0,12897.0,238.36,90.18,1722.0,864.0
Hong Kong,HKG,2022-07-13,17861000.0,6753935.0,6482252.0,4624813.0,10841.0,12796.0,238.5,90.19,1709.0,860.0
Hong Kong,HKG,2022-07-14,17872322.0,6754695.0,6484285.0,4633342.0,11322.0,12669.0,238.65,90.2,1692.0,859.0
Hong Kong,HKG,2022-07-15,17888115.0,6755906.0,6487278.0,4644931.0,15793.0,12375.0,238.86,90.21,1652.0,838.0
Hong Kong,HKG,2022-07-16,17903471.0,6757071.0,6490317.0,4656083.0,15356.0,12262.0,239.07,90.23,1637.0,845.0
Hong Kong,HKG,2022-07-17,17910803.0,6757505.0,6491464.0,4661834.0,7332.0,12305.0,239.17,90.23,1643.0,849.0
Hong Kong,HKG,2022-07-18,17923085.0,6758316.0,6493766.0,4671003.0,12282.0,12130.0,239.33,90.24,1620.0,831.0
Hong Kong,HKG,2022-07-19,17934873.0,6759091.0,6495598.0,4680184.0,11788.0,12102.0,239.49,90.26,1616.0,840.0
Hong Kong,HKG,2022-07-20,17945439.0,6759773.0,6497291.0,4688375.0,10566.0,12063.0,239.63,90.26,1611.0,834.0
Hong Kong,HKG,2022-07-21,17956083.0,6760438.0,6498949.0,4696696.0,10644.0,11966.0,239.77,90.27,1598.0,820.0
Hong Kong,HKG,2022-07-22,17971248.0,6761580.0,6501330.0,4708338.0,15165.0,11876.0,239.97,90.29,1586.0,811.0
Hong Kong,HKG,2022-07-23,17985502.0,6762452.0,6503510.0,4719540.0,14254.0,11719.0,240.16,90.3,1565.0,769.0
Hong Kong,HKG,2022-07-24,17992362.0,6762834.0,6504537.0,4724991.0,6860.0,11651.0,240.25,90.31,1556.0,761.0
Hong Kong,HKG,2022-07-25,18005093.0,6763572.0,6506339.0,4735182.0,12731.0,11715.0,240.42,90.32,1564.0,751.0
